city,company_name,contact_person,designation,email,fax,mobile,phone,pincode,state,street_Address,website
NEW DELHI,SANDY WORLD TRAVELS,MR. SANDEEP MARWAH,PROPRIETOR,sandymarwah@bol.net.in,011-23713886,,"011-23327711,23712244",,DELHI,"10TH FLOOR, 1013, KAILASH BUILDING 26, K.G. MARG",
BHUBANESWAR,Sand Pebbles Tour n Travels (I) Pvt. Ltd.,MR. ALOK KUMAR MAHARANA,MANAGING DIRECTOR,alok@sandpebblestours.com,.,+91 - 993 702 7574,+91 674-2567722,751013,ODISHA,"M - 5 /17, ACHARYA VIHAR",www.sandpebblestours.com
MYSORE,SANDESH THE PRINCE,MR.S.K.MANI,VICE PRESIDENT-MARKETING,skmani.sk@gmail.com,0821-2445577,0091-9035386069,0821 -2436777/999,570010,KARNATAKA,"NO.3, NAZARBAD MAIN ROAD, NAZARBAD",www.sandeshtheprince.com
JAIPUR,SAND DUNES (P) LTD.,MR. BHIM SINGH,DIRECTOR,,0141-2385184,123456789,0141-2385493,,RAJASTHAN,RAMBAGH PALACE,
NEW DELHI,SANAH FOREX AND TRAVELS,MD. AJMAL AKHTAR,DIRECTOR,info@sanahforex.com,.,0091- 981 089 0024,011 - 41504150,110001,DELHI,"SHOP NO. 63, BHAGAT SINGH MARKET, GOLE MARKET",www.sanahforex.com
NEW DELHI,SAMURAI CORPORATE SERVICES PVT. LTD,MR.S.P.KAPOOR,DIRECTOR,support@scsjpl.com.,011-29522273,"+91 +91 +91 9873985173, 9",011-29522273 ,110059,DELHI,"C-195/21 A, JEEWAN PARK, UTTAM NAGAR",www.scsjpl.com
NEW DELHI,SAMPAN MEDIA PVT. LTD.,MR. RAVI SHARMA,EDITOR & PUBLISHER,ravisharma@sampanmedia.com,,,011-41076690,,DELHI,"124, 3RD FLOOR, SHAHPURJAT",www.traveltradejournal.com
BANGALORE,SAM TOURS & TRAVELS,MR. NAVEEN RAMACHANDRA,PROPRIETOR,samtoursntravels@dataone.in,080-26602647,9945178999,"080-26602648, 25983346, (",,KARNATAKA,"#4-38/2, MODEL STREET, I BLOCK, DVG ROAD BASAVANAGUDI, OPP: SHAMANNA PARK",www.samtoursntravels.com
NEW DELHI,SAMAARA INTERNATIONAL TOUR & TRAVELS,MR. SAMEER WHIG,PROPRIETOR,sales@samaaratravel.com,011-41448099,,011-45564556,,DELHI,"H-3,2ND FLOOR, MAIN MARKET, RAJOURI GARDEN",www.theholidaytrip.com
NEW DELHI,SALVIA TRAVELS PVT. LTD.,MR. PRASHANT CHAUDHARY,M.D.,delhi@salviatravelsindia.com,011-23730087,,011-23730086,,DELHI,"905-906, 9TH FLOOR, PRAKASH DEEP BLDG. 7, TOLSTOY MARG",www.svfs-russia.com
GURGAON,SAIYU INDIA PVT. LTD.,MR. RAJBIR SINGH RANA,DIRECTOR,india@saiyuindia.com,.,0091- 8860637393,0124-4017901/4046074,122002,HARYANA,"SHOP NO.243, DLF CITY CENTRE MALL, MEHRAULI GURGAON ROAD",www.saiyuindia.com
NAVI MUMBAI,SAILOR TRAVEL & TOURS,MRS.JYOTI SURENDER SINGH,PROPRIETOR & CEO,sailor.jyoti@yahoo.co.in,022-27820757,0091-9820979716,022- 27669569 /65153449,400703,MAHARASHTRA,"SHOP NO.26, VARDHAMAN CHAMBER, SECTOR-17, GROUND FLOOR, AXIS BANK BUILDING,VASHI",www.sailortravels.com
MUMBAI,SAIBLESS HOLIDAY SERVICES,MR.RAM GUPTA,DIRECTOR,saiblessholidays@gmail.com,022-24459777,,022-24459333/24450051,,MAHARASHTRA,"158 SV, SAVARKAR MARG MAHIM, KAPAD BAZAR CADELL ROAD, OPP. PAKEEZA BAKERY, MAHIM",www.saiblesshotelsnresort.com
NEW DELHI,SAI VOYAGES (INDIA),MR. ASHISH PRABHAKAR,C.E.O,saivoyages@saivoyagesindia.com,011-25757330,919810430587,"011-25757332, 25757333",,DELHI,"30/29, III FLOOR EAST PATEL NAGAR",www.saivoyages.com
NEW DELHI,SAI INDIA TRAVEL,MR.KAPIL GULATI,GENERAL MANAGER,saiindiatravel@gmail.com,,91-9910369969,011-64652052,110019,DELHI,"F-7, 3RD FLOOR, UNIT NO.-3, MAIN ROAD KALKAJI",www.saiindiatravel.com
MANALI,SAGAR RESORT,MR. SUBHASH SAGAR,JOINT MANAGING DIRECTOR,sagarresort@vsnl.com,01902-252552,,"01902-252551,252553,4,6,0",,HIMACHAL PRADESH,"SAGAR NIWAS, HADIMBA ROAD",
NEW DELHI,SAHIBJI TRAVELS & TOURS (P) LTD.,MR. ARVINDER SINGH,DIRECTOR,arvinder@sahibjitravels.com,,,"011-40005000, 45634563",,DELHI,"68/2276, 1ST FLOOR, GURUDWARA ROAD KAROL BAGH",www.sahibjitravels.com
KOLKATA,SAFEWAY TRAVELS,MR. SAMAR RAY,PROPRIETOR,safeway@cal2.vsnl.net.in,033-22106275,.,"033-22487431, 22489508, 2",,WEST BENGAL,"19, R.N. MUKHERJEE ROAD EASTERN BUILDING, 2ND FLOOR",
MYSORE,SAFE WHEELS TOURS & TRAVELS,MR. B.S. PRASHANTH,PROPRIETOR,mysore@safewheelsindia.com,0821-2344143,.,"0821-4001100, 2541100",,KARNATAKA,"PRASHANTH PLAZA, 4TH MAIN, 5TH CROSS SARASWATHIPURAM",www.safewheelsindia.com
NEW DELHI,SAFE VOYAGES TOURS,MR. RAJ KUMAR BENEWAL,PROPRIETOR,raj@safevoyagestours.com,.,0091- 999 0458 886,0091- 999 0188 086,110068,DELHI,"B-70, FREEDOM FIGHTER ENCLAVE, GATE NO.3, NEB SARAI",www.safevoyagestours.com
MUMBAI,SAFARI PLUS,MR.SHAILENDRA KESARI,EDITOR & PUBLISHER,info@safariplus.co.in,022-22093896,0091-9769058991,022-22917800,400607,MAHARASHTRA,"SHOP- NO-1,B4 , HIGHLAND GARDEN , DHOKALI ROAD",www.safariplus.co.in
HYDERABAD,SABHARWAL TOURS AND TRAVELS,MR. HARJEET SINGH,MG. PARTNER,info@sabharwaltours.com,.,0091 - 9394123599,040 - 23559499,500001,ANDHRA PRADESH,"PLOT NO.20, 1ST FLOOR, CHANDRA VIHAR, HUDA HEIGHTS BESIDES MLA COLONY, ROAD NO.12, BANJARA HILLS",www.sabharwaltours.com
DELHI,SAAR HOLIDAYS,MR. RAMESH LAL YADAV,PROPRIETOR,ramesh@saarholidays.com,.,.,"011-22230060, 42171161",110092,DELHI,"LG-4, PANKAJ CENTRAL MARKET, I.P. EXTENSION PATPAR GANJ",www.saarholidays.com
VADODARA,SAARTHI TOURISM,MR. KRISHNA GOR,PROPRIETOR,saarthitourism1002@gmail.com,.,0091-9979281002,"0265-2311102,",390020,GUJARAT,"SB-15, GUJANAN, COMPLEX, OPP. TUBE COMPANY, O.P. ROAD",www.sarthitourism.com
JAMMU,S.T.C. TOURS & TRAVELS,MR. AMRIK SINGH,PROPRIETOR,stctravelsjammu@gmail.com,0191-2561122,09419142002 / 09419152567,0191-2574080,180001,JAMMU & KASHMIR,"31, HOTEL CITY CENTRE JEWEL CHOWK",
BANGALORE,S.R.S. TRAVELS,MR.K.T. RAJASHEKHARA,C.E.O.,mails@srstravels.net,080-26703308,.,"080-26701804,26704272, 26",,KARNATAKA,"NO. 321/3, T.S.P. ROAD, OPP. BANGALORE MEDICAL COLLEGE, KALASIPALYAM",www.srstravels.com
NEW DELHI,S.P. HOTELS & HOSPITALITY,MR. P.S. NEGI,DIRECTOR,sphotels.in@gmail.com,.,.,.011-45623232 011-2247732,110092,DELHI,"E- 57, UG-4, WEST VINOD NAGAR, I.P. EXTN",www.sphotels.in
AGRA,S.A.M. TOURS & TRAVELS,DR. ATUL KUMAR SINGH PARMAR,PARTNER,samtoursagra@gmail.com,,NULL,"0562-6543949, 4040729",282001,UTTAR PRADESH,"302, HOTEL RATANDEEP TOURIST COMPLEX AREA, FATEHABAD ROAD",
NEW DELHI,S.A. SOUTHEND TRAVELS PVT. LTD.,MR. ANURAG AGARWAL,DIRECTOR,sasouthend@gmail.com,011-26933815,9811059667,011-66624545,110065,DELHI,"14, TRIBHUVAN COMPLEX, ISHWAR NAGAR, MATHURA ROAD",www.myindiaholidays.in
NEW DELHI,RUCK SACK TOURS PRIVATE LTD.,MS. RANI PURI,DIRECTOR,rucksackindia@gmail.com,29532017,9811037518,"011-26173717,26183696",110066,DELHI,"B-412, SOM DATT CHAMBERS-I 5 BHIKAJI CAMA PLACE",www.rucksacktours.com
NEW DELHI,RUDRAKSH HOLIDAYS,MR. S.K. GAUR,DIRECTOR,rudrakshholidays@gmail.com,011-26198702,,"011-46150718, 26198701, 2",,DELHI,"A-605, ANSAL CHAMBER-I BHIKAJI CAMA PLACE",www.tajmahaltoursinindia.com
NEW DELHI,ROYALEE (INDIA) TOURS AND TRAVELS PVT. LTD.,MR. KUNDAN LAL SONI,MANAGING DIRECTOR,royaleindia@hotmail.com,011-45537991,,"011-45537992, 45537993",,DELHI,"MALHAN FALCON PLAZA, T-16, III FLOOR PLOT NO. 4,POCKET-7,SECTOR 12, DWARKA",www.royaleeindiavisa.com
GURGAON,RUBY HOLIDAYS PVT. LTD.,MR.ABDUL RASHID SURMA,MANAGING DIRECTOR,info@rubyholidays.com,0124-2357912,9899787888,"0124-4050000 (30 LINES),(",,HARYANA,"120, QUTAB PLAZA, DLF CITY PHASE-1",www.rubyholidays.com
NEW DELHI,RSV TRAVELCIRCUIT PVT. LTD.,MR.SANJAY VERMAN/MR.RAJINDER CHAUHAN,DIR,sanjay@travelcircuit.in,"011-41649911, 41649912",,"011-41649910,41649916, 41",,DELHI,"207,ALLIED HOUSE,1 LOCAL SHOPPING CENTRE PUSH VIHAR COMPLEX, OPP. BIRLA NIKETAN",www.thetravelcircuit.in
GORAKHPUR,ROYAL TOUR & TRAVEL INDIA PVT. LTD,MR. AHMAD MAAZ,MANAGING DIRECTOR,royalgkp55@gmail.com,.,.,0091- 551-2200376,273001,UTTAR PRADESH,"1ST FLOOR, ST. ANDREWS, INTER COLLEGE COMPLEX, GOLGHAR	",
SRINAGAR,ROYAL TOURS & TRAVELS,MR. A.R.KARNAI,MANAGING DIRECTOR,karnairtt@gmail.com,0194-2455348,,"0194-2454947, 2480266, (M",,JAMMU & KASHMIR,"GUROO MANZIL,KOHNAKHAN ROAD, DALGATE P.O. BOX 106, SRINAGAR-KASHMIR",www.adventuretraveltime.com
MUMBAI,ROYAL WORLD TOURS PVT. LTD.,MS. VISHAKHA KULKARNI,DIRECTOR,vishakha@royalworldtours.in,,NULL,"022- 24133044, 24179990",400080,MAHARASHTRA,"A-203, SHREE HARI ENCLAVE, NAHUR GAON ROAD, MULUND-W",www.royalworldtours.in
SURENDRANAGAR ,ROYAL SAFARI CAMP,MR. PATHAN PRAVEZ KHAN,PARTNER,info@theroyalsafaricamp.com,.,91.9879005653,+91-2757-293221,382745,GUJARAT,"VILLAGE-BAJANA, NEAR MALVAN, CROSS ROAD, TALUKA PATDI",www.theroyalsafaricamp.com
JAIPUR,ROYAL RAJASTHAN TOUR,MR. SUKHDEV SINGH RATHORE,PROPRIETOR,info@royalrajasthantour.net,,,"0141-4017509, 2373671",,RAJASTHAN,"FLAT NO.603, PLOT NO. 16-A, PARIWAHAN MARG, NR. CIVIL LINE RAILWAY PATAK,",www.royalrajasthantour.net
GHAZIABAD,ROYAL INDIA HOLIDAYS PVT. LTD.,MR.NEWTON SINGH,DIRECTOR,newton@royalindiaholidays.in,0120-4106005,9599192172,"0120-4106005, 9810068824",201010,UTTAR PRADESH,"3RD FLOOR, CORPORATE SUITE NO.87,ANSAL PLAZA, VAISHALI",www.royalindiaholiday.com
NEW DELHI,ROYAL INDIAN VOYAGES PVT. LTD.,MR. UNNI K. NAIR,MANAGING DIRECTOR,info@royalindianvoyages.com,011-25762192,9810911923,011-25762190-91,110005,DELHI,"206 VICTORIA CROSS, 4/54, W.E.A. SARASWATI MARG, KAROL BAGH",www.royalindianvoyages.com
JAISALMER,ROYAL DESERT SAFARIES PVT. LTD.,MR. JITENDRA S. RATHORE,,info@campsandsafaries.com,02992-252778,.,02992-252538,,RAJASTHAN,"NACHNA HAVELI, GANDHI CHOWK JAISALMER",www.royaldesertcampsjaisalmer.com
FARIDABAD,ROVER HOLIDAYS PVT. LTD.,MR. PAUL DEVASSY,DIRECTOR,info@roverholidays.com,,.,0129-4250250 (100 LINES),,HARYANA,"1C-102, N.I.T.",www.roverholidays.com
PORT BLAIR,ROYAL CARRIAGE & CHARTERS,MR. UDAY BHASKER,PROPRIETOR,udayb@gmail.com,,NULL,03192-251333,744105,ANDAMAN & NICOBAR,"RAJ HOUSE, POST OFFICE ROAD, GARACHARMA POST BHATUBASTI",
NEW DELHI,ROYAL COLLECTION HOTELS AND RESORTS PVT. LTD.,MR. AMIT KUMAR   ,DIRECTOR,royalcollectionhotels@gmail.com,.,.,+91-11-64303020,110059,DELHI,"UNIT NO.3, UG FLOOR, G-10 SHYAM PARK, NEAR METRO STATION,  GATE NO.2, NAVADA",www.royalcollectionhotels.com
THANE,ROSHAN HAJ UMRAH TOURS & TRAVELS,MS. SYED RUKHSANA NAFIS AHMED,PROPRIETOR,roshan_tours@yahoo.com,.,0091- 93 21 025 561,0091- 22 - 28129262 / 28119262,401107,MAHARASHTRA,"B-31/101, AMRAPALI CHS LTD., BEHIND TMT BUS STOP SECTOR XI,SHANTI NAGAR, MIRA ROAD EAST,",www.roshantoursntravels.com
NEW DELHI,ROUTE MAKERS,MR.PANKAJ SHARMA,PROPRIETOR,routemakers@vsnl.net,,NULL,011-65103215/45537047,110075,DELHI,"309, VARDHMAN KEY POINT PLAZA,PLOT NO.1 L.S.C, (NR.DAV SCHOOL),SECTOR-6, DWARKA",www.routemakers.com
MUMBAI,RIYA TRAVEL & TOURS (I) PVT. LTD.,MR. G.M.J. THAMPY,CHAIRMAN & MANAGING DIRECTOR,gmjthampy@riya.travel,,,022-67772300,400059,MAHARASHTRA,"M/1, LEELA BUSINESS PARK, ANDHERI KURLA ROAD ANDHERI (EAST)",www.riya.travel
delhi,RITCO TRAVELS (JAIPUR),MR. HARENDRA SINGH,GENERAL MANAGER,harendra@ritcotravels.com,0141-2372066,8876888956,8876888956,110078,delhi,Delhi,
AMRITSAR,RITZ PLAZA HOTEL,MR. AJIT RATTAN MEHRA,M.D.,ritzhotel@vsnl.com,0183-2226657,,0183-2562836-39/2560024-2,,PUNJAB,"45, THE MALL",www.ritzhotel.in
DISTT. JHUNJHUNU,ROOP VILAS PALACE HOTEL (A UNIT OF JAMWAI HOTELS & RESORTS),MAHARAJ NARENDRA SINGH,MANAGING PARTNER,maharajnsingh@gmail.com,,NULL,"01594- 224321, 224933",333042,RAJASTHAN,"RAWAL SAB KI KOTHI, NAWALGARH (SHEKHAWATI)",www.roopvilas.com
NEW DELHI,RENAISSANCE REIZEN PVT.LTD.,MR. VINOD CHANDNA,MANAGING DIRECTOR,renaissancereizen@gmail.com,,,"011-47597176, 47057040",,DELHI,"17/9, 1ST FLOOR OLD RAJINDER NAGAR",www.rrindia.com
NEW DELHI,RESHU BOKTOO & SONS ( RBS TRAVELS),MR. LATEEF A. BOKTOO,PARTNER,delhi@rbstravels.net,.,.,"011-25761441, 25761442",110005,DELHI,"5/47, W.E.A. SARASWATI MARG, KAROL BAGH",www.rbstravels.com
LALITPUR,REX TRAVELS PVT. LTD.,MR. SUNIL GUPTA,MANAGING DIRECTOR,rextravels@mail.com.np,.,.,"00977-1-5540998, 5540986",.,NEPAL,"2ND FLOOR, UNITED BUILDING, MANBHAWAN, JAWALAKHEL",www.rextravels.com
NEW DELHI,RISING STAR TOURS & TRAVELS,MR. AMIT JAIN,PROPRIETOR,info@traveldham.com,011-27227919,#ERROR!,011 - 47011111,110052,DELHI,"112, LSC DDA MARKET, POCKET-B, ASHOK VIHAR-III",www.traveldham.com
GHAZIABAD,RELIABLE VACATION PVT. LTD.,MS. RITU SINGH,DIRECTOR,ops@reliablevacation.com,.,0091-987 199 9077,0091-120-4241447,201012,UTTAR PRADESH,"RELIABLE CITY CENTRE, FF-9, SECTOR-6, VASUNDHARA",www.reliablevacation.com
JAIPUR,REJOICE TOURS,MR. AMIT BOMB,PROPRIETOR,rejoice@datainfosys.net,0141-2351970,,0141-2354130,,RAJASTHAN,"D-229, AMRAPALI MARG HANUMAN NAGAR, KHATIPURA",www.rejoicetours.com
NEW DELHI,REISEN TOURS (INDIA) PVT. LTD,MR. HARISH VERMA,DIRECTOR,harish@reisentours.com,,,"011-47093221, 47093223",,DELHI,"C4A/46 A, JANAK PURI",www.resientours.com
NEW DELHI,REGENCY TOURS PVT. LTD.,MR. NEERAJ RUSTAGI,DIRECTOR,neeraj@regencytours.in,011-23544080,,"011-42424242, 42424246, 2",,DELHI,"120-121, D.B. GUPTA MARKET KAROL BAGH",www.asian-tours.com
JAIPUR,REGISTHAN TOURS PVT. LTD.,MR. JAIDEEP SINGH RATHORE,DIRECTOR,registhanjaipur@registhantours.org,0141-2201796,,"0141-2201688, 2201796, (M",,RAJASTHAN,"FLAT NO. 102, I FLOOR, CORAL CROWN GULAB D-227, TULSI MARG, BANI PARK",www.registhantours.org
MUMBAI,REDCHILLI HOLIDAYS PVT. LTD.,MS.SANDHYA KARTHA,DIRECTOR,sandhya@redchilliholidays.in,022-42644424,,022-29661131/29661132,,MAHARASHTRA,"Centrium Mall, Shop No.18 Lohkandwala Circle, Kandivali (East)",www.redchilliholidays.com
NEW DELHI,RED ROSE TOURS & TRAVELS (P) LTD.,MR. SHAKTI KUMAR JAI,DIRECTOR,redrosetravels@gmail.com,011-23582664,918800673434,011- 27351503,110034,DELHI,"503, 05TH PEARLS OMAXE TOWER-1, NETAJI SUBHASH PLACE, PITAMPURA",www.redrosetravels.com
NEW DELHI,REED TRAVEL EXHIBITIONS,MR. SIMON PRESS    ,SR. EXHIBITION DIRECTOR,rupali.narasimhan@reedexpo.co.uk,.,.,+91-11-66056333,110017,DELHI,"D-2, UNIT NO. 3,4 &5, 1ST FLOOR, SOUTHERN PARK BUILDING, SAKET DISTRICT CENTRE	",www.reedtravelexhibitions.com
NEW DELHI,RAZDAN TRAVEL SERVICE (PVT.) LTD.,MR. SANJAY RAZDAN,DIRECTOR,razdan@vsnl.com,011-25920741,,"011-25171036, 25920936, (",,DELHI,"308, MAGNUM HOUSE NO. 1 KARAMPURA COMMERCIAL COMPLEX",www.razdanholidays.com
NEW DELHI,RED APPLE CAR RENTALS PVT. LTD.,MR. SUNIL KUMAR,DIRECTOR,bookings@redapple.cabs.com,.,0091-913 606 0001,0091-11-49787671,110075,DELHI,"207, 2ND FLOOR, AGARWAL SQUARE, PLOT NO.10, POCKET-4, SECTOR-11, DWARKA",https://www.redappletravel.com
RISHIKESH,RED CHILLI ADVENTURE SPORTS PVT. LTD.,MR.VIPIN SHARMA,MANAGING DIRECTOR,info@redchilliadventure.com,0135-2442421,,0135-2434021,,UTTARAKHAND,TAPOVAN LUXMAN JHULA,www.redichilliadventure.com
NEW DELHI,RAZDAN HOLIDAYS,MR. SANJAY RAZDAN,MRS. ANITA RAZDAN,info@razdanholidays.com,011-25920740/741,,"011-25171036, 25920736-38",,DELHI,"308, MAGNUM HOUSE-1 KARAMPURA COMML. COMPLEX",www.razdanholidays.com
MUMBAI,RAVINE TREK,MR.KAMLESH HEMCHAND LALAN,PROPRIETOR,ravinetrek@gmail.com,022-28936320,,022-28939759 (M) 93226475,400092,MAHARASHTRA,"SHOP NO.03, GANJAWALA APARTMENT, S.V.P. ROAD BORIVALI (WEST)",www.ravine-trek.net
MUMBAI,RAS RESORTS & APART HOTELS LTD,MR. VISHAMBER SHEWAKRAMANI,M.D.,mumbaioffice@rasresorts.com,022-23526325,,022-43216600,,MAHARASHTRA,"ROSE WOOD CHAMBER SHEWAKRAMANI 99/C, TULSIWADI, TARDEO",www.rasresorts.com
GURGAON,RARE INDIA (A UNIT OF T.S. MARKETING SEVICES),MRS. SHOBA NARAYANASWAMY,PROPRIETOR,info@rareindia.com,.,.,0091 - 0124-4062480-81,122002,HARYANA,"U-26 A/6, GROUND FLOOR, PHASE-III, DLF CITY",www.rareindia.com
KASHMIR,RATTA HOLIDAY TOUR & TRAVELS,MR.JAVED AHMAD RATTA,MANAGING DIRECTOR,info@rattaholiday.com,0194-2501488,9906424185,"01942501477, 01942501488",190001,JAMMU & KASHMIR,"ROOM NO.20, 2ND FLOOR, GULMARG SHOPPING COMPLEX, BOULEVARD ROAD,SRINAGAR",www.rattaholiday.com
DASADA,RANN RIDERS,MR. MUZAHID MALIK,PROPRIETOR,rann-riders@usa.net,02857-280457,.,02857-280957,,GUJARAT,,www.rannriders.com
SAWAI MADHOPUR,RANTHAMBHORE TOURS AND TRAVELS,MR.SHEIKH MOIN,DIRECTOR,tours_rant@yahoo.co.uk,,.,07462-222261  (M) 9929438,,RAJASTHAN,"OPP. SAWAI MADHOPUR LODGE RANTHAMBORE ROAD,",www.ranthambhoretoursandtravels.com
NEW DELHI,RAO TRAVELS (REGD.),MR.SRINIVAS RAO,MANAGING DIRECTOR,info@raotravels.com,.,91-9810075053,91-11-26145397/26144545/1800119595,110057,DELHI,"17, VASANT ENCLAVE MARKET VASANT VIHAR",www.raotravels.com
KHAJURAHO,RAMADA KHAJURAHO,MR. GANESH GAUTAM,MANAGING DIRECTOR,gm@ramadakhajuraho.com,07686-272304,.,07686-272302/03,,MADHYA PRADESH,AIRPORT ROAD,www.ramadakhajuraho.com
NEW DELHI,RANGOLI TOURS PVT. LTD.,MD. AFZAL KHAN,DIRECTOR,resv@rangolitours.in,.,+91 .,0091- 11- 26673750-52,110017,DELHI,"G-7/4, LGF MALVIYA NAGAR",www.rangolitours.in
MUMBAI,RAMNIRANJAN KEDIA RENT A CAR PVT. LTD.,MR.VINEET KEDIA,DIRECTOR,res.mum@rnk.com,022-43227733,NULL,"022-43227777, 43227799",,MAHARASHTRA,"19, KALIANDAS UDYOG BHAVAN, CENTURY BAZAR LANE, PRABHADEVI",
JAIPUR,RAJPUTANA HOLIDAY MAKERS,MR. SANJAY KAUSHIK,DIRECTOR,rajputan@dil.in,+91.141-2353956,91.9829008958,0141-2353934/2353956,302021,RAJASTHAN,"207, GANESHAM TOWER, AMARPALI MARG VAISHALI NAGAR",
JAIPUR,RAJJAS TOURS & TRAVELS,MR. RAJESH BAIRATHI,MRS. MANJOOSHA BAIRATHI,rajjas@jp1.dot.net.in,0141-2362597,,0141-2376707-08/ 2371289,,RAJASTHAN,"5, MUKHIJA CHAMBERS OPP. RAYMOND SHOWROM, M.I. ROAD",www.rajjas.com
JODHPUR,RAJPUTANA HOLIDAY TOURS,MR. BHAWANI SINGH RATHORE,PROPRIETOR,rajputanajodhpur@gmail.com,.,"+91-941 414 9630, 982 909","+91-941 414 9630, 982 909 5303",342001,RAJASTHAN,"10-11, KHARDA RANDHEER, SHYAM BAGH, NEAR HOTEL INDANA PALACE",
NEW DELHI,RAMA TOURS & TRAVELS PVT LTD,MS. SHAMA KAPUR,MANAGING DIRECTOR,india@indiawithrama.com,.,.,+91-11-49126784,110001,DELHI,"1602, NIRMAL TOWER, 26 BARAKHAMBA ROAD",www.indiawithrama.com
JAIPUR,RAJASTHAN TRAILS TRAVELS PVT. LTD.,MR.KAILASH CHANDRA MISHRA,DIRECTOR,askhay@rajasthantrails.net,.,.0091-9001890476,0141-4030080/4030081,302001,RAJASTHAN,"1154 CHAMPAWAT JI KA MANDIR, 02ND FLOOR, JOHRI BAZAR",www.rajasthantrails.net
JAIPUR,RAJASTHAN TRAVEL SERVICE,MR. DILIP SIRWANI,DIRECTOR,dilip@rts.co.in,"0141-2389125, 2389057",,0141-4080801-18,,RAJASTHAN,"52-55, GF, GANPATI PLAZA M.I. ROAD",www.rajasthantravelservice.com
DELHI,RAJINDRA BUS SERVICES (P) LTD.,MR. PREM KUMAR SOIN,M.D.,info@rajindratours.com,,,011-23866353/2386210,,DELHI,"2282, KOURIA PUL, H.C. SEN ROAD",www.rajindratours.com
JAIPUR,RAJASTHAN TOURS PVT. LTD.,MR. BHIM SINGH,MANAGING DIRECTOR,rajtours@sancharnet.in,0141-2385184,,"0141-2385141, 2385168, 51",,RAJASTHAN,C/O RAMBAGH PALACE HOTEL,www.rajasthantoursjaipur.com
NEW DELHI,RAJASTHAN TOURS PVT. LTD.,MR. DEEPAK SETHI,MANAGER - OPERATIONS,deepak.sethi@rajtours.net,011-26566796,,011-65965555,110016,DELHI,"K-3, I FLOOR, BHIM NAGARI APARTMENTS DDA FLATS, SAFDARJUNG DEV. AREA",www.rajasthantouronline.com
LALLGARH,RAJASTHAN MAGIC TOURS,MR. KAILSAH CHANDRA TIWARI,PROPRIETOR,friendkt@yahoo.com,.,0091-151-2525131,0091-151-2525131,334001,RAJASTHAN,"C-187, KARNI NAGAR",www.rajasthan-magictours.com
JAIPUR,RAJASTHAN ROUTES TRAILS PVT.LTD.,MR.RAJENDRA SINGH JODHA,DIRECTOR,rajendra@rajasthanroutestrails.com,.,+91 9414048535,0141-2354414,302012,RAJASTHAN,"316, SANKALP TOWER, NEAR QUEENS ROAD TURN, SIRSI ROAD, VAISHALI NAGAR",www.rajasthamroutestrails.com
JAIPUR,RAJASTHAN TOURISM DEVELOPMENT CORPN,MANAGING DIRECTOR,,cro@rajasthantourism.gov.in,0141-2204065/2201045,,"0141-5115777/78, 2202353",,RAJASTHAN,HOTEL SWAGATAM  CAMPUS STATION ROAD,www.rajasthantourism.gov.in
JAIPUR,RAINBOW VACATIONS PVT. LTD.,MR. SWAYTANK MAHESHWARI,DIRECTOR,swaytank@rainbowrajasthan.com,0141-2225720,,"0141-2225720, 2225730, 65",,RAJASTHAN,"108, GEETANJALI TOWERS OPP: DR. VYAS HOSPITAL, AJMER ROAD",www.rainbowrajasthan.com
JAIPUR,RAJASTHAN FORT & PALACE,MS. VANITA BHATNAGAR,DOSM,vanita@suryagarh.com,,NULL,0141-5199600,302001,RAJASTHAN,"312, 3RD FLOOR, GANPATI PLAZA, M.I. ROAD",www.suryagarh.com
KOLKATA,RAJ YATAYAT PVT. LTD.,MR.SANJAY KUMAR JAIN,DIRECTOR,sanjay@rajholidays.com,033-30203312,.,033-30203333,,WEST BENGAL,"KARNANI ESTATE, 209 AJC BOSE ROAD, 5TH FLOOR, SUIT NO.205",www.rajholidays.com
NEW DELHI,RAINBOW TRAVELS (INDIA) PVT LTD,MR. PAWAN KHANNA,MANAGING DIRECTOR,rbow@vsnl.com,011-23288458,+91 09868206142 / 0935086,011-23288455/23288456/232,110002,DELHI,"4/6 B, ASAF ALI ROAD, I FLOOR ABOVE AXIS BANK",www.rainbowtravels.in
MUMBAI,RAIL TOURS INDIA LLP,MR. PRATIK KUMARPAL SHAH,PARTNER,rail@railtoursindia.in,,NULL,022-26141608,400056,MAHARASHTRA,"701, PINNACLE ‘D’ DREAMS, SUB PLOT NO. B-20, PLOT NO.511 JVPD VILE PARLE (W)",
BHOPAL,RADIANT TRAVEL PVT LTD,MR. RAKESH CHOPRA,DIRECTOR,info@radianttravelsmp.com,0755-2761541,9425303572,"0755-2555800, 2554411, (M",,MADHYA PRADESH,"243-B, KRISHNA PALACE BUILDING M.P. NAGAR, ZONE-1",
BHOPAL,RAI TRAVELS PVT. LTD.,MR. GOPAL RAI,DIRECTOR,gopal@raitravels.com,0755-2542465,.,"0755-2542465, 2749456",462001,MADHYA PRADESH,"3, BEHIND RAMNAGAR COLONY MANDIR",
NEW DELHI,"RADISSON BLU PLAZA, DELHI",MR.VISHVAPREET CHIMA,GENERAL MANAGER,reservations@radissondel.com,011-26779090,,011-26779191,,DELHI,NATIONAL HIGHWAY 8 MAHIPAL PUR,www.radissonblu.com/hotel-newdelhi
